-1.0305258429773014e-06,8.182435595132373e-07
-1.075314291594756e-06,8.191202975312875e-07
-1.0929118708685578e-06,8.194647951086592e-07
-1.1569278412374644e-06,8.207180581628748e-07
-1.07147366552253e-06,8.190450122686196e-07
-1.1310858364531695e-06,8.202121840752201e-07
-1.1394935392132323e-06,8.203768116133776e-07
-1.2044710838739469e-06,8.216491573852696e-07
-1.1091920793706278e-06,8.19783397354873e-07
-1.1615916190392208e-06,8.208095406351099e-07
-1.1627625849202944e-06,8.208324728885746e-07
-1.228732010691115e-06,8.221244635847222e-07
-1.1257322268193992e-06,8.201071789267807e-07
-1.173081404370803e-06,8.21034573524259e-07
-1.2393152658528215e-06,8.223319124407476e-07
-1.153541942471505e-06,8.20651803229487e-07
-1.082508867313837e-06,8.192603846560845e-07
-9.863350580943462e-07,8.173764520313924e-07
-1.0489275070268058e-06,8.186025971178118e-07
-9.778959231420692e-07,8.172110505080679e-07
-1.0003571035126696e-06,8.176511036973382e-07
-9.96334597493307e-07,8.175722919582795e-07
-1.059982618626805e-06,8.188193903618013e-07
-9.85199662054878e-07,8.173540380011033e-07
-1.0547248893608265e-06,8.187164406296031e-07
-1.0731631766353228e-06,8.190777710280618e-07
-1.1377934417383236e-06,8.203443746528975e-07
-1.0520585080873876e-06,8.186640944287258e-07
-1.1129835348334543e-06,8.198581890396553e-07
-1.1225766136398127e-06,8.200462149724166e-07
-1.1881925555492243e-06,8.213323478380217e-07
-1.0929558414272546e-06,8.194655512792542e-07
-1.1469117720887383e-06,8.205232157021159e-07
-1.0605083999999458e-06,8.188294517799583e-07
-1.12090739203711e-06,8.200134889987127e-07
-9.484692791163986e-07,8.166291887482124e-07
-6.844300540602733e-07,8.114411470135997e-07
-5.635097050075337e-07,8.090657445606909e-07
-6.240874578612515e-07,8.102554891614174e-07
-5.950535662927772e-07,8.096859658592084e-07
-6.147788594580327e-07,8.10072417112728e-07
-6.787192140272909e-07,8.113235707445006e-07
-6.007514990919718e-07,8.097975819666833e-07
5.313154480820002e-08,7.969947575091249e-07
1.1730218480374229e-06,7.750591172507827e-07
1.110156101954835e-06,7.762845724540672e-07
1.737342460596082e-06,7.641177157796128e-07
3.21615268315102e-06,7.357358922837732e-07
4.913043495096065e-06,7.035194605723003e-07
4.849519087940778e-06,7.046975082628307e-07
5.901057275411505e-06,6.856604083349174e-07
7.747025248214354e-06,6.53284977324913e-07
9.760482131033766e-06,6.191108225170811e-07
9.695486687987252e-06,6.201618233140457e-07
1.11466259965035e-05,5.978608627344151e-07
1.3179754152479323e-05,5.684959368795315e-07
1.5357930468093462e-05,5.390500961935859e-07
1.5291699607531388e-05,5.398697667417815e-07
1.7055780683484738e-05,5.200531754839357e-07
1.9169824992453894e-05,4.989527378075142e-07
1.6302097724687298e-06,6.520526197737761e-07
1.9036922108504433e-05,5.25112820555741e-07
2.1142490656196593e-05,5.127818108435052e-07
2.357650050650576e-05,5.022145276555973e-07
2.3509922742818838e-05,5.024027206244676e-07
2.5729998099877193e-05,4.998147917454653e-07
2.8227853984981315e-05,5.010519029901212e-07
3.0775902414635865e-05,5.06705976609609e-07
3.071294287912852e-05,5.064577455492301e-07
3.272809181202758e-05,5.180973851146113e-07
3.488533543289698e-05,5.345128639460303e-07
3.703997946320299e-05,5.549569122912565e-07
3.697598999360726e-05,5.542295230527531e-07
3.8678894826704946e-05,5.769123956114295e-07
4.033798530859865e-05,6.022516612952085e-07
4.195375651738543e-05,6.301310648530432e-07
4.188773010229387e-05,6.28860964386743e-07
4.32451337952506e-05,6.577258551734228e-07
4.440123187682683e-05,6.846554110517757e-07
4.555403759022823e-05,7.138671962412819e-07
4.548678756405829e-05,7.120254746303236e-07
4.650487807348715e-05,7.420181851135979e-07
4.730944577002984e-05,7.67389105361512e-07
4.6786231595602554e-05,7.498003377753343e-07
4.7720662100849045e-05,7.831597074473052e-07
4.8347581396747826e-05,8.068657789247747e-07
4.8877586603239385e-05,8.280274610237068e-07
4.8810236486733464e-05,8.251974760137603e-07
4.928477672765078e-05,8.46129954295788e-07
4.960218430342619e-05,8.607957015858877e-07
4.991275809050553e-05,8.757960719347084e-07
4.984860003813822e-05,8.725629276145377e-07
5.008614163829664e-05,8.850313288938727e-07
5.016762128083768e-05,8.894789365988679e-07
5.0234645355029765e-05,8.932780057116177e-07
5.016972430983446e-05,8.894624145930334e-07
5.021721591865846e-05,8.923529410175636e-07
5.007574219341405e-05,8.834470867972241e-07
4.994312636478097e-05,8.748220473520963e-07
4.98765138332451e-05,8.703513163482164e-07
4.9793067771901e-05,8.645773726477724e-07
4.9529735502164706e-05,8.458105271030074e-07
4.9286818168505055e-05,8.279948566751983e-07
4.9219223362267536e-05,8.228978400919358e-07
4.905861313841752e-05,8.104551945421071e-07
4.87263950944065e-05,7.84033075179429e-07
4.9586726484080375e-05,8.542314109578507e-07
4.859383293487654e-05,7.711768793076995e-07
4.832269754154485e-05,7.479394565793045e-07
4.799007261341654e-05,7.187517758111756e-07
4.792279297532067e-05,7.127103564505818e-07
4.7706550356886434e-05,6.928514780671017e-07
4.737149477118134e-05,6.613973651499276e-07
4.7080775914286316e-05,6.3351216734274e-07
4.70166848097106e-05,6.272338234602933e-07
4.6807211731392524e-05,6.062866777298825e-07
4.6493060436951515e-05,5.742308054145604e-07
4.621258807334978e-05,5.45039223157745e-07
4.614787193550714e-05,5.381714565827817e-07
4.5956703006783855e-05,5.174944065763827e-07
4.561956544639237e-05,4.803412450655796e-07
4.53207322020836e-05,4.46800677134424e-07
4.52544678060555e-05,4.3922825022955493e-07
4.5080420855862525e-05,4.189840782708706e-07
4.4754683565710395e-05,3.804345201620668e-07
4.447404538270499e-05,3.466533201670862e-07
4.440685356209527e-05,3.3842897412790386e-07
4.425332143593916e-05,3.193249399476987e-07
4.3946955886446307e-05,2.8058517985702284e-07
4.497483566590452e-05,4.126319508595799e-07
4.386659504719663e-05,2.680265634531998e-07
4.3662801428122314e-05,2.410210791328667e-07
4.334293605604163e-05,1.9798418306255938e-07
4.3276192041023726e-05,1.8887125565237763e-07
4.306198081256721e-05,1.591976123820947e-07
4.2682711532761715e-05,1.0591073632528405e-07
4.2325841438848176e-05,5.50662026004861e-08
4.226222901457742e-05,4.587933703407158e-08
4.200801360817901e-05,8.67077264623165e-09
4.1587200232314494e-05,-5.3735234343046656e-08
4.117150232617095e-05,-1.1618630785590208e-07
4.110734838666093e-05,-1.25946320649624e-07
4.0790440001886245e-05,-1.7476217480764246e-07
4.029673331410542e-05,-2.5174021554375464e-07
3.981834840434429e-05,-3.272295785199595e-07
3.975267822872761e-05,-3.3771316406787144e-07
3.938606651804265e-05,-3.9691382336339584e-07
3.884675436526688e-05,-4.84983029978422e-07
3.8330328798843174e-05,-5.702545849077368e-07
3.8263798524771516e-05,-5.813585830312022e-07
