-0.002139,0.008521
-0.002139,0.008513
-0.002140,0.008483
-0.002141,0.008470
-0.002141,0.008473
-0.002141,0.008477
-0.002141,0.008478
-0.002141,0.008480
-0.002142,0.008481
-0.002142,0.008482
-0.002143,0.008484
-0.002143,0.008485
-0.002144,0.008487
-0.002144,0.008488
-0.002145,0.008490
-0.002145,0.008491
-0.002146,0.008492
-0.002147,0.008494
-0.002148,0.008495
-0.002149,0.008496
-0.002150,0.008497
-0.002151,0.008499
-0.002152,0.008500
-0.002153,0.008501
-0.002154,0.008502
-0.002155,0.008503
-0.002156,0.008503
-0.002157,0.008504
-0.002159,0.008505
-0.002160,0.008506
-0.002162,0.008507
-0.002163,0.008507
-0.002164,0.008508
-0.002166,0.008509
-0.002167,0.008509
-0.002168,0.008509
-0.002170,0.008510
-0.002171,0.008510
-0.002173,0.008510
-0.002175,0.008511
-0.002176,0.008511
-0.002178,0.008511
-0.002179,0.008511
-0.002181,0.008511
-0.002182,0.008511
-0.002184,0.008511
-0.002189,0.008510
-0.002198,0.008508
-0.002209,0.008506
-0.002215,0.008504
-0.002220,0.008503
-0.002225,0.008502
-0.002227,0.008501
-0.002229,0.008501
-0.002231,0.008500
-0.002232,0.008500
-0.002232,0.008500
-0.002234,0.008499
-0.002236,0.008499
-0.002236,0.008499
-0.002236,0.008499
-0.002236,0.008499
0.017070,0.014294
0.052325,0.025050
0.089337,0.036563
0.127580,0.048488
0.165866,0.060349
0.204098,0.072115
0.242338,0.083833
0.280593,0.095519
0.318855,0.107182
0.357123,0.118827
0.395395,0.130458
0.433669,0.142081
0.471945,0.153698
0.510222,0.165311
0.548499,0.176924
0.586776,0.188537
0.625053,0.200152
0.663329,0.211769
0.701604,0.223390
0.739877,0.235014
0.778150,0.246643
0.816421,0.258277
0.854691,0.269912
0.892960,0.281553
0.931226,0.293200
0.969491,0.304853
1.007755,0.316511
1.046017,0.328174
1.084277,0.339842
1.122536,0.351514
1.160794,0.363191
1.199051,0.374871
1.237306,0.386555
1.275560,0.398244
1.313813,0.409937
1.352065,0.421633
1.390315,0.433333
1.428565,0.445035
1.466814,0.456741
1.505063,0.468448
1.543310,0.480157
1.581557,0.491870
1.619803,0.503586
1.658047,0.515305
1.696292,0.527026
1.734535,0.538750
1.772778,0.550475
1.811021,0.562202
1.849262,0.573931
1.889415,0.586248
1.927656,0.597982
1.965896,0.609717
2.004135,0.621454
2.042374,0.633193
2.080612,0.644932
2.118850,0.656673
2.157088,0.668415
2.195326,0.680157
2.233563,0.691901
2.271800,0.703645
2.310037,0.715390
2.348273,0.727137
2.386509,0.738885
2.424745,0.750633
2.462980,0.762382
2.501216,0.774132
2.539451,0.785882
2.577686,0.797633
2.615921,0.809384
2.654156,0.821135
2.692391,0.832887
2.730625,0.844639
2.768860,0.856391
2.807094,0.868145
2.845328,0.879899
2.883562,0.891653
2.921796,0.903408
2.960029,0.915164
2.998263,0.926920
3.036497,0.938676
3.074730,0.950433
3.112963,0.962189
3.151195,0.973948
3.189428,0.985707
3.227660,0.997467
3.265892,1.009227
3.304125,1.020986
3.342357,1.032746
3.380590,1.044505
3.418822,1.056266
3.457054,1.068026
3.495286,1.079787
3.533517,1.091548
3.571749,1.103309
3.609981,1.115070
3.648213,1.126831
3.686445,1.138592
3.724677,1.150353
3.762909,1.162113
3.801141,1.173874
3.839374,1.185635
3.877606,1.197394
3.915838,1.209154
3.954070,1.220914
3.992302,1.232674
4.030534,1.244435
4.068766,1.256196
4.106998,1.267957
4.145230,1.279719
4.183462,1.291480
4.221693,1.303241
4.259925,1.315002
4.298157,1.326765
4.336388,1.338527
4.374620,1.350290
4.412851,1.362052
4.451083,1.373814
4.489314,1.385577
4.527545,1.397340
4.565777,1.409102
4.604009,1.420865
4.642240,1.432627
4.680471,1.444389
4.718703,1.456153
4.756934,1.467916
4.795165,1.479680
4.833396,1.491443
4.871627,1.503206
4.909858,1.514970
4.948090,1.526734
4.986320,1.538499
5.024551,1.550263
5.062782,1.562026
5.101013,1.573789
5.139245,1.585553
5.177476,1.597316
5.215707,1.609079
5.253938,1.620842
5.292170,1.632605
5.330401,1.644368
5.368632,1.656131
5.406864,1.667892
5.445096,1.679654
5.483327,1.691416
5.523470,1.703768
5.561701,1.715531
5.599932,1.727295
5.638163,1.739058
5.676395,1.750821
5.714626,1.762585
5.752857,1.774348
5.791088,1.786111
5.829320,1.797875
5.867551,1.809639
5.905782,1.821402
5.944013,1.833166
5.982244,1.844930
6.020475,1.856693
6.058706,1.868457
6.096937,1.880220
6.135169,1.891983
6.173400,1.903746
6.211631,1.915510
6.249862,1.927274
6.288093,1.939039
